// AAEMU
// Database file
// 
// Values: monsterId, className, name, level, exp, classExp, hp, defense
//---------------------------------------------------------------------------

[
// Doodads
//---------------------------------------------------------------------------
{ doodadId: 272, className: "Напр.: Таймер", name: "Напр.: Таймер" },
{ doodadId: 4492, className: "Исчезновение Вентоса", name: "Исчезновение Вентоса" },
{ doodadId: 4493, className: "Появление Шовела", name: "Появление Шовела" },
{ doodadId: 4494, className: "Появление Вентоса", name: "Появление Вентоса" },
{ doodadId: 4495, className: "Смерть агента Окровавленных рук (для видеовставки)", name: "Смерть агента Окровавленных рук (для видеовставки)" },
{ doodadId: 4496, className: "Махадеби_эффект порождения процесса богини Сальпиры", name: "Махадеби_эффект порождения процесса богини Сальпиры" },
{ doodadId: 4497, className: "Сундук служителей Калеиля", name: "Сундук служителей Калеиля" },
{ doodadId: 4498, className: "test здания вызова торговца", name: "test здания вызова торговца" },
{ doodadId: 4499, className: "Аппарат То-рере", name: "Аппарат То-рере" },
{ doodadId: 4500, className: "Расколотый мегалит", name: "Расколотый мегалит" },
{ doodadId: 4501, className: "Кровь разбойника", name: "Кровь разбойника" },
{ doodadId: 4502, className: "Чужеземный кувшин", name: "Чужеземный кувшин" },
{ doodadId: 4503, className: "Лодка", name: "Лодка" },
{ doodadId: 4504, className: "Дух мертвого коня", name: "Дух мертвого коня" },
{ doodadId: 4505, className: "R2D2", name: "R2D2" },
{ doodadId: 4506, className: "Пень", name: "Пень" },
{ doodadId: 4508, className: "Махадеби_порождение процесса богини Сальпиры", name: "Махадеби_порождение процесса богини Сальпиры" },
{ doodadId: 4509, className: "Шкатулка", name: "Шкатулка" },
{ doodadId: 4510, className: "Аптекарский стол", name: "Аптекарский стол" },
{ doodadId: 4511, className: "Опиум", name: "Опиум" },
{ doodadId: 4512, className: "Статуя Золотой Богини", name: "Статуя Золотой Богини" },
{ doodadId: 4513, className: "Помост для лучников", name: "Помост для лучников" },
{ doodadId: 4514, className: "Степной львенок", name: "Степной львенок" },
{ doodadId: 4515, className: "Разбитая лодка", name: "Разбитая лодка" },
{ doodadId: 4516, className: "Пачка местной продукции Остеры для торгового обмена", name: "Пачка местной продукции Остеры для торгового обмена" },
{ doodadId: 4517, className: "Пачка местной продукции Изны для торгового обмена", name: "Пачка местной продукции Изны для торгового обмена" },
{ doodadId: 4518, className: "Ящик местной продукции Остеры для торгового обмена", name: "Ящик местной продукции Остеры для торгового обмена" },
{ doodadId: 4519, className: "Ящик местной продукции Изны для торгового обмена", name: "Ящик местной продукции Изны для торгового обмена" },
{ doodadId: 4520, className: "Тележка", name: "Тележка" },
{ doodadId: 4521, className: "Глайдер", name: "Глайдер" },
{ doodadId: 4522, className: "Двери", name: "Двери" },
{ doodadId: 4523, className: "Вход", name: "Вход" },
{ doodadId: 4524, className: "Дверь", name: "Дверь" },
{ doodadId: 4525, className: "Мертвый слон", name: "Мертвый слон" },
{ doodadId: 4526, className: "Изуродованный труп", name: "Изуродованный труп" },
{ doodadId: 4527, className: "Сумка охотника", name: "Сумка охотника" },
{ doodadId: 4528, className: "Приманка", name: "Приманка" },
{ doodadId: 4529, className: "Задержанная повозка", name: "Задержанная повозка" },
{ doodadId: 4530, className: "Груда книг", name: "Груда книг" },
{ doodadId: 4531, className: "Книга", name: "Книга" },
{ doodadId: 4532, className: "Кровать", name: "Кровать" },
{ doodadId: 4533, className: "Кровать", name: "Кровать" },
{ doodadId: 4534, className: "Золото", name: "Золото" },
{ doodadId: 4535, className: "Выход", name: "Выход" },
{ doodadId: 4536, className: "Крепкое дерево", name: "Крепкое дерево" },
{ doodadId: 4537, className: "Палатка Фадимера", name: "Палатка Фадимера" },
{ doodadId: 4538, className: "Тестовый тотем", name: "Тестовый тотем" },
{ doodadId: 4539, className: "Колодец исцеления", name: "Колодец исцеления" },
{ doodadId: 4540, className: "Место ожидания участника состязания", name: "Место ожидания участника состязания" },
{ doodadId: 4541, className: "Устройства для начала состязания", name: "Устройства для начала состязания" },
{ doodadId: 4542, className: "Логические ворота арены гладиаторов", name: "Логические ворота арены гладиаторов" },
{ doodadId: 4543, className: "Колодец", name: "Колодец" },
{ doodadId: 4544, className: "Ваза", name: "Ваза" },
{ doodadId: 4545, className: "Ваза", name: "Ваза" },
{ doodadId: 4546, className: "Ваза", name: "Ваза" },
{ doodadId: 4547, className: "Комод", name: "Комод" },
{ doodadId: 4548, className: "Гроб Катрины", name: "Гроб Катрины" },
{ doodadId: 4549, className: "Подопытный цветок", name: "Подопытный цветок" },
{ doodadId: 4550, className: "Подопытный цветок", name: "Подопытный цветок" },
{ doodadId: 4551, className: "Ящик с продовольствием", name: "Ящик с продовольствием" },
{ doodadId: 4552, className: "Зеркало ведьмы", name: "Зеркало ведьмы" },
{ doodadId: 4553, className: "Дурманная лилия", name: "Дурманная лилия" },
{ doodadId: 4554, className: "Сундук ведьмы", name: "Сундук ведьмы" },
{ doodadId: 4555, className: "«Истинная история Зеленого леса»", name: "«Истинная история Зеленого леса»" },
{ doodadId: 4556, className: "Забытое надгробие", name: "Забытое надгробие" },
{ doodadId: 4557, className: "Фрагмент лепнины", name: "Фрагмент лепнины" },
{ doodadId: 4558, className: "Разрушенный алтарь", name: "Разрушенный алтарь" },
{ doodadId: 4559, className: "Жаркий костер", name: "Жаркий костер" },
{ doodadId: 4560, className: "Ящик бутс", name: "Ящик бутс" },
{ doodadId: 4561, className: "Дверь", name: "Дверь" },
{ doodadId: 4562, className: "Детеныш ятты", name: "Детеныш ятты" },
{ doodadId: 4563, className: "Доска объявлений", name: "Доска объявлений" },
{ doodadId: 4564, className: "Большое окно", name: "Большое окно" },
{ doodadId: 4565, className: "Малое окно", name: "Малое окно" },
{ doodadId: 4566, className: "Дверь", name: "Дверь" },
{ doodadId: 4567, className: "Большое окно", name: "Большое окно" },
{ doodadId: 4568, className: "Малое окно", name: "Малое окно" },
{ doodadId: 4569, className: "Доска объявлений", name: "Доска объявлений" },
{ doodadId: 4570, className: "Именная табличка управляющего стройки", name: "Именная табличка управляющего стройки" },
{ doodadId: 4571, className: "Кровать", name: "Кровать" },
{ doodadId: 4572, className: "Фок-мачта", name: "Фок-мачта" },
{ doodadId: 4573, className: "Бизань-мачта", name: "Бизань-мачта" },
{ doodadId: 4574, className: "Подозрительный предмет", name: "Подозрительный предмет" },
{ doodadId: 4575, className: "Доска объявлений", name: "Доска объявлений" },
{ doodadId: 4576, className: "Дикий картофель", name: "Дикий картофель" },
{ doodadId: 4577, className: "Решетка", name: "Решетка" },
{ doodadId: 4578, className: "Ритуальный тотем", name: "Ритуальный тотем" },
{ doodadId: 4579, className: "Явление Нуи", name: "Явление Нуи" },
{ doodadId: 4580, className: "Стена огня Сальфиры", name: "Стена огня Сальфиры" },
{ doodadId: 4581, className: "Стена огня Сальфиры", name: "Стена огня Сальфиры" },
{ doodadId: 4582, className: "Стена огня Сальфиры", name: "Стена огня Сальфиры" },
{ doodadId: 4583, className: "Сундук", name: "Сундук" },
{ doodadId: 4584, className: "Неприкосновенный запас пищи хранителей", name: "Неприкосновенный запас пищи хранителей" },
{ doodadId: 4585, className: "Карета Дома Норьетт", name: "Карета Дома Норьетт" },
{ doodadId: 4586, className: "Дымчатый детеныш таре", name: "Дымчатый детеныш таре" },
{ doodadId: 4587, className: "Сломанная дверь портала", name: "Сломанная дверь портала" },
{ doodadId: 4588, className: "Скромный алтарь", name: "Скромный алтарь" },
{ doodadId: 4589, className: "Странная свая", name: "Странная свая" },
{ doodadId: 4590, className: "Ведьмин гриб", name: "Ведьмин гриб" },
{ doodadId: 4591, className: "Отполированный череп", name: "Отполированный череп" },
{ doodadId: 4592, className: "Восстающий солдат", name: "Восстающий солдат" },
{ doodadId: 4593, className: "Тяжелый сундук", name: "Тяжелый сундук" },
{ doodadId: 4594, className: "Корнеплоды", name: "Корнеплоды" },
{ doodadId: 4595, className: "Ящик с куколкой", name: "Ящик с куколкой" },
{ doodadId: 4596, className: "Охлаждающий раствор", name: "Охлаждающий раствор" },
{ doodadId: 4597, className: "Свеча", name: "Свеча" },
{ doodadId: 4598, className: "Повторный тест взаимодействия предметов", name: "Повторный тест взаимодействия предметов" },
{ doodadId: 4599, className: "Горный львенок", name: "Горный львенок" },
{ doodadId: 4600, className: "Снежный львенок", name: "Снежный львенок" },
{ doodadId: 4601, className: "Горный львенок", name: "Горный львенок" },
{ doodadId: 4602, className: "Район осады", name: "Район осады" },
{ doodadId: 4603, className: "Вихрь", name: "Вихрь" },
{ doodadId: 4604, className: "Кучка монет", name: "Кучка монет" },
{ doodadId: 4605, className: "Дымчатый детеныш таре", name: "Дымчатый детеныш таре" },
{ doodadId: 4606, className: "Златорогий олененок", name: "Златорогий олененок" },
{ doodadId: 4607, className: "Гнедой жеребенок", name: "Гнедой жеребенок" },
{ doodadId: 4608, className: "Разлом Золотых равнин", name: "Разлом Золотых равнин" },
{ doodadId: 4610, className: "Разлом Долгой косы", name: "Разлом Долгой косы" },
{ doodadId: 4611, className: "Разлом Рокочущих перевалов", name: "Разлом Рокочущих перевалов" },
{ doodadId: 4612, className: "Разлом Инистры", name: "Разлом Инистры" },
{ doodadId: 4613, className: "Частокол", name: "Частокол" },
{ doodadId: 4614, className: "Печать", name: "Печать" },
{ doodadId: 4615, className: "Осколок Печати", name: "Осколок Печати" },
{ doodadId: 4616, className: "Костыль", name: "Костыль" },
{ doodadId: 4617, className: "Курица на жердочке", name: "Курица на жердочке" },
{ doodadId: 4618, className: "Сфера Дауты", name: "Сфера Дауты" },
{ doodadId: 4619, className: "Дверь", name: "Дверь" },
{ doodadId: 4620, className: "Смола магии ограничения", name: "Смола магии ограничения" },
{ doodadId: 4621, className: "Дыба", name: "Дыба" },
{ doodadId: 4622, className: "Рев короля духов", name: "Рев короля духов" },
{ doodadId: 4624, className: "Помощник мертвеца", name: "Помощник мертвеца" },
{ doodadId: 4625, className: "Черный детеныш таре", name: "Черный детеныш таре" },
{ doodadId: 4626, className: "Купол", name: "Купол" },
{ doodadId: 4627, className: "Оттоманка с ковровой обивкой", name: "Оттоманка с ковровой обивкой" },
{ doodadId: 4628, className: "Кушетка с красной обивкой", name: "Кушетка с красной обивкой" },
{ doodadId: 4629, className: "Видеовставка порождения процесса Анид", name: "Видеовставка порождения процесса Анид" },
{ doodadId: 4630, className: "Охлаждающий раствор", name: "Охлаждающий раствор" },
{ doodadId: 4632, className: "Самодельная бомба", name: "Самодельная бомба" },
{ doodadId: 4633, className: "Жеребенок", name: "Жеребенок" },
{ doodadId: 4634, className: "Деревянный табурет", name: "Деревянный табурет" },
{ doodadId: 4635, className: "Деревянный стул", name: "Деревянный стул" },
{ doodadId: 4636, className: "Сервировочный столик", name: "Сервировочный столик" },
{ doodadId: 4637, className: "Трехъярусный комод", name: "Трехъярусный комод" },
{ doodadId: 4638, className: "Малый секретер", name: "Малый секретер" },
{ doodadId: 4639, className: "Простой разделочный стол", name: "Простой разделочный стол" },
{ doodadId: 4640, className: "Столик со скатертью", name: "Столик со скатертью" },
{ doodadId: 4641, className: "Птичья клетка", name: "Птичья клетка" },
{ doodadId: 4642, className: "Деревянная кровать", name: "Деревянная кровать" },
{ doodadId: 4643, className: "Вощеный разделочный стол", name: "Вощеный разделочный стол" },
{ doodadId: 4644, className: "Стул с подлокотниками", name: "Стул с подлокотниками" },
{ doodadId: 4645, className: "Резной манекен", name: "Резной манекен" },
{ doodadId: 4646, className: "Практичный письменный стол", name: "Практичный письменный стол" },
{ doodadId: 4647, className: "Узкий деревянный шкаф", name: "Узкий деревянный шкаф" },
{ doodadId: 4648, className: "Ширма Двух Корон", name: "Ширма Двух Корон" },
{ doodadId: 4649, className: "Инкрустированный столик", name: "Инкрустированный столик" },
{ doodadId: 4650, className: "Винный стеллаж", name: "Винный стеллаж" },
{ doodadId: 4651, className: "Высокий секретер", name: "Высокий секретер" },
{ doodadId: 4652, className: "Массивный письменный стол", name: "Массивный письменный стол" },
{ doodadId: 4653, className: "Столик из розового дерева", name: "Столик из розового дерева" },
{ doodadId: 4654, className: "Стул с тканевой обивкой", name: "Стул с тканевой обивкой" },
{ doodadId: 4655, className: "Стул с кожаной обивкой", name: "Стул с кожаной обивкой" },
{ doodadId: 4656, className: "Диван с кожаной обивкой", name: "Диван с кожаной обивкой" },
{ doodadId: 4657, className: "Книжный шкаф в стиле раннего Салема", name: "Книжный шкаф в стиле раннего Салема" },
{ doodadId: 4658, className: "Стол в стиле раннего Салема", name: "Стол в стиле раннего Салема" },
{ doodadId: 4659, className: "Кушетка с красной обивкой", name: "Кушетка с красной обивкой" },
{ doodadId: 4660, className: "Репродукция в ромбовидной раме", name: "Репродукция в ромбовидной раме" },
{ doodadId: 4661, className: "Репродукция в золоченой раме", name: "Репродукция в золоченой раме" },
{ doodadId: 4662, className: "Золоченый стул из алого бархата", name: "Золоченый стул из алого бархата" },
{ doodadId: 4663, className: "Золоченый диван из алого бархата", name: "Золоченый диван из алого бархата" },
{ doodadId: 4664, className: "Книжный шкаф из розового дерева", name: "Книжный шкаф из розового дерева" },
{ doodadId: 4665, className: "Концертный рояль", name: "Концертный рояль" },
{ doodadId: 4666, className: "Камин с оружейной стойкой", name: "Камин с оружейной стойкой" },
{ doodadId: 4667, className: "Оттоманка с ковровой обивкой", name: "Оттоманка с ковровой обивкой" },
{ doodadId: 4668, className: "Чугунный подсвечник", name: "Чугунный подсвечник" },
{ doodadId: 4669, className: "Золоченый кубок", name: "Золоченый кубок" },
{ doodadId: 4670, className: "Стул с парчовой обивкой", name: "Стул с парчовой обивкой" },
{ doodadId: 4671, className: "Золоченая статуя сокола", name: "Золоченая статуя сокола" },
{ doodadId: 4672, className: "Мраморный письменный стол", name: "Мраморный письменный стол" },
{ doodadId: 4673, className: "Рыцарские доспехи", name: "Рыцарские доспехи" },
{ doodadId: 4674, className: "Книжный шкаф с вензелями и позолотой", name: "Книжный шкаф с вензелями и позолотой" },
{ doodadId: 4675, className: "Деревянный ящик", name: "Деревянный ящик" },
{ doodadId: 4676, className: "Садовая изгородь", name: "Садовая изгородь" },
{ doodadId: 4677, className: "Двухрядная садовая изгородь", name: "Двухрядная садовая изгородь" },
{ doodadId: 4678, className: "Длинная садовая изгородь", name: "Длинная садовая изгородь" },
{ doodadId: 4679, className: "Деревянная лестница", name: "Деревянная лестница" },
{ doodadId: 4680, className: "Золотой подсвечник", name: "Золотой подсвечник" },
{ doodadId: 4681, className: "Настольные весы", name: "Настольные весы" },
{ doodadId: 4682, className: "Изогнутый стол", name: "Изогнутый стол" },
{ doodadId: 4683, className: "Высокая керамическая бутыль", name: "Высокая керамическая бутыль" },
{ doodadId: 4684, className: "Керамический чайник", name: "Керамический чайник" },
{ doodadId: 4685, className: "Керамическая бутыль", name: "Керамическая бутыль" },
{ doodadId: 4686, className: "Щелкунчик", name: "Щелкунчик" },
{ doodadId: 4687, className: "Харнийская фарфоровая кукла", name: "Харнийская фарфоровая кукла" },
{ doodadId: 4688, className: "Фарфоровая кукла", name: "Фарфоровая кукла" },
{ doodadId: 4689, className: "Бурая медвежья шкура", name: "Бурая медвежья шкура" },
{ doodadId: 4690, className: "Белая медвежья шкура", name: "Белая медвежья шкура" },
{ doodadId: 4691, className: "Ваза с золотым орнаментом", name: "Ваза с золотым орнаментом" },
{ doodadId: 4692, className: "Ваза с цветочным орнаментом", name: "Ваза с цветочным орнаментом" },
{ doodadId: 4693, className: "Золоченый фарфоровый чайник", name: "Золоченый фарфоровый чайник" },
{ doodadId: 4694, className: "Ваза с рисунком птицы", name: "Ваза с рисунком птицы" },
{ doodadId: 4695, className: "Ваза с королевским гербом", name: "Ваза с королевским гербом" },
{ doodadId: 4696, className: "Ваза в пастельных тонах", name: "Ваза в пастельных тонах" },
{ doodadId: 4697, className: "Синяя эмалевая ваза", name: "Синяя эмалевая ваза" },
{ doodadId: 4698, className: "Грозовые облака", name: "Грозовые облака" },
{ doodadId: 4699, className: "Вороной жеребенок", name: "Вороной жеребенок" },
{ doodadId: 4700, className: "Почтовый ящик", name: "Почтовый ящик" },
{ doodadId: 4701, className: "Большой сундук", name: "Большой сундук" },
{ doodadId: 4702, className: "Отличная наковальня", name: "Отличная наковальня" },
{ doodadId: 4703, className: "Отличный манекен бронника", name: "Отличный манекен бронника" },
{ doodadId: 4704, className: "Отличный манекен кожевника", name: "Отличный манекен кожевника" },
{ doodadId: 4705, className: "Отличный манекен портного", name: "Отличный манекен портного" },
{ doodadId: 4706, className: "Отличный верстак", name: "Отличный верстак" },
{ doodadId: 4707, className: "Отличный стол декоратора", name: "Отличный стол декоратора" },
{ doodadId: 4708, className: "Отличный алхимический стол", name: "Отличный алхимический стол" },
{ doodadId: 4709, className: "Отличный поварской котел", name: "Отличный поварской котел" },
{ doodadId: 4710, className: "Курица на жердочке", name: "Курица на жердочке" },
{ doodadId: 4711, className: "Фигурка «Василиск»", name: "Фигурка «Василиск»" },
{ doodadId: 4712, className: "Фигурка «Каменный великан»", name: "Фигурка «Каменный великан»" },
{ doodadId: 4713, className: "Фигурка «Суккуб»", name: "Фигурка «Суккуб»" },
{ doodadId: 4714, className: "Фигурка «Горгулья»", name: "Фигурка «Горгулья»" },
{ doodadId: 4715, className: "Фигурка «Утукку»", name: "Фигурка «Утукку»" },
{ doodadId: 4716, className: "Фигурка «Хранитель леса»", name: "Фигурка «Хранитель леса»" },
{ doodadId: 4717, className: "Портрет эльфийки", name: "Портрет эльфийки" },
{ doodadId: 4718, className: "Портрет эльфа", name: "Портрет эльфа" },
{ doodadId: 4719, className: "Портрет нуианина", name: "Портрет нуианина" },
{ doodadId: 4720, className: "Портрет нуианки", name: "Портрет нуианки" },
{ doodadId: 4721, className: "Портрет харнийца", name: "Портрет харнийца" },
{ doodadId: 4722, className: "Портрет харнийки", name: "Портрет харнийки" },
{ doodadId: 4723, className: "Портрет воина ферре", name: "Портрет воина ферре" },
{ doodadId: 4724, className: "Портрет юной ферре", name: "Портрет юной ферре" },
{ doodadId: 4725, className: "Гнедой жеребенок", name: "Гнедой жеребенок" },
{ doodadId: 4726, className: "Подзорная труба", name: "Подзорная труба" },
{ doodadId: 4727, className: "Серый жеребенок", name: "Серый жеребенок" },
{ doodadId: 4728, className: "Мишень", name: "Мишень" },
{ doodadId: 4729, className: "Проект: Беленый нуианский дом с синей черепичной крышей", name: "Проект: Беленый нуианский дом с синей черепичной крышей" },
{ doodadId: 4730, className: "Проект: Каменный нуианский дом с синей черепичной крышей", name: "Проект: Каменный нуианский дом с синей черепичной крышей" },
{ doodadId: 4731, className: "Проект: Деревянный нуианский дом с синей черепичной крышей", name: "Проект: Деревянный нуианский дом с синей черепичной крышей" },
{ doodadId: 4732, className: "Проект: Каменный нуианский дом с зеленой черепичной крышей", name: "Проект: Каменный нуианский дом с зеленой черепичной крышей" },
{ doodadId: 4733, className: "Проект: Беленый нуианский дом с зеленой черепичной крышей", name: "Проект: Беленый нуианский дом с зеленой черепичной крышей" },
{ doodadId: 4734, className: "Проект: Деревянный нуианский дом с зеленой черепичной крышей", name: "Проект: Деревянный нуианский дом с зеленой черепичной крышей" },
{ doodadId: 4735, className: "Проект: Деревянный нуианский дом с красной черепичной крышей", name: "Проект: Деревянный нуианский дом с красной черепичной крышей" },
{ doodadId: 4736, className: "Проект: Беленый нуианский дом с красной черепичной крышей", name: "Проект: Беленый нуианский дом с красной черепичной крышей" },
{ doodadId: 4737, className: "Проект: Каменный нуианский дом с красной черепичной крышей", name: "Проект: Каменный нуианский дом с красной черепичной крышей" },
{ doodadId: 4738, className: "Утопленник", name: "Утопленник" },
{ doodadId: 4739, className: "Роза Иллиона", name: "Роза Иллиона" },
{ doodadId: 4740, className: "Механизм", name: "Механизм" },
{ doodadId: 4741, className: "Огонь", name: "Огонь" },
{ doodadId: 4743, className: "Буланый жеребенок", name: "Буланый жеребенок" },
{ doodadId: 4744, className: "Пегий жеребенок", name: "Пегий жеребенок" },
{ doodadId: 4745, className: "Белоснежный жеребенок", name: "Белоснежный жеребенок" },
{ doodadId: 4746, className: "Белоснежный детеныш таре", name: "Белоснежный детеныш таре" },
{ doodadId: 4747, className: "Белый манекен: высший уровень нуианца", name: "Белый манекен: высший уровень нуианца" },
{ doodadId: 4748, className: "Белый манекен: свадебная церемония нуианца", name: "Белый манекен: свадебная церемония нуианца" },
{ doodadId: 4749, className: "Белый манекен: высший уровень харихаранки", name: "Белый манекен: высший уровень харихаранки" },
{ doodadId: 4750, className: "Двойной манекен: свадебная церемония харихаранки", name: "Двойной манекен: свадебная церемония харихаранки" },
{ doodadId: 4751, className: "Ледяной капкан", name: "Ледяной капкан" },
{ doodadId: 4752, className: "Механизм", name: "Механизм" },
{ doodadId: 4753, className: "Проект: Беленый нуианский коттедж с синей черепичной крышей", name: "Проект: Беленый нуианский коттедж с синей черепичной крышей" },
{ doodadId: 4754, className: "Старая книга", name: "Старая книга" },
{ doodadId: 4755, className: "Проект: Каменный нуианский коттедж с синей черепичной крышей", name: "Проект: Каменный нуианский коттедж с синей черепичной крышей" },
{ doodadId: 4756, className: "Проект: Деревянный нуианский коттедж с синей черепичной крышей", name: "Проект: Деревянный нуианский коттедж с синей черепичной крышей" },
{ doodadId: 4757, className: "Забытая книга", name: "Забытая книга" },
{ doodadId: 4758, className: "Проект: Каменный нуианский коттедж с зеленой черепичной крышей", name: "Проект: Каменный нуианский коттедж с зеленой черепичной крышей" },
{ doodadId: 4759, className: "Проект: Деревянный нуианский коттедж с зеленой черепичной крышей", name: "Проект: Деревянный нуианский коттедж с зеленой черепичной крышей" },
{ doodadId: 4760, className: "Надгробный камень", name: "Надгробный камень" },
{ doodadId: 4761, className: "Наклейка мишени 3 м", name: "Наклейка мишени 3 м" },
{ doodadId: 4762, className: "Смола магии соколиных крыльев", name: "Смола магии соколиных крыльев" },
{ doodadId: 4763, className: "Вымпел Престола Полумесяца", name: "Вымпел Престола Полумесяца" },
{ doodadId: 4764, className: "Вымпел Гвинедара", name: "Вымпел Гвинедара" },
{ doodadId: 4765, className: "Факел", name: "Факел" },
{ doodadId: 4766, className: "Дверь", name: "Дверь" },
{ doodadId: 4767, className: "Проект: Беленый нуианский коттедж с зеленой черепичной крышей", name: "Проект: Беленый нуианский коттедж с зеленой черепичной крышей" },
{ doodadId: 4768, className: "Проект: Деревянный нуианский коттедж с красной черепичной крышей", name: "Проект: Деревянный нуианский коттедж с красной черепичной крышей" },
{ doodadId: 4769, className: "Проект: Беленый нуианский коттедж с красной черепичной крышей", name: "Проект: Беленый нуианский коттедж с красной черепичной крышей" },
{ doodadId: 4770, className: "Проект: Каменный нуианский коттедж с красной черепичной крышей", name: "Проект: Каменный нуианский коттедж с красной черепичной крышей" },
{ doodadId: 4771, className: "Проект: Беленый двухэтажный нуианский дом с синей черепичной крышей", name: "Проект: Беленый двухэтажный нуианский дом с синей черепичной крышей" },
{ doodadId: 4772, className: "Проект: Каменный двухэтажный нуианский дом с синей черепичной крышей", name: "Проект: Каменный двухэтажный нуианский дом с синей черепичной крышей" },
{ doodadId: 4773, className: "Проект: Деревянный двухэтажный нуианский дом с синей черепичной крышей", name: "Проект: Деревянный двухэтажный нуианский дом с синей черепичной крышей" },
{ doodadId: 4774, className: "Проект: Каменный двухэтажный нуианский дом с зеленой черепичной крышей", name: "Проект: Каменный двухэтажный нуианский дом с зеленой черепичной крышей" },
{ doodadId: 4775, className: "Проект: Деревянный двухэтажный нуианский дом с зеленой черепичной крышей", name: "Проект: Деревянный двухэтажный нуианский дом с зеленой черепичной крышей" },
{ doodadId: 4776, className: "Проект: Беленый двухэтажный нуианский дом с зеленой черепичной крышей", name: "Проект: Беленый двухэтажный нуианский дом с зеленой черепичной крышей" },
{ doodadId: 4777, className: "Проект: Деревянный двухэтажный нуианский дом с красной черепичной крышей", name: "Проект: Деревянный двухэтажный нуианский дом с красной черепичной крышей" },
{ doodadId: 4778, className: "Проект: Беленый двухэтажный нуианский дом с красной черепичной крышей", name: "Проект: Беленый двухэтажный нуианский дом с красной черепичной крышей" },
{ doodadId: 4779, className: "Проект: Каменный двухэтажный нуианский дом с красной черепичной крышей", name: "Проект: Каменный двухэтажный нуианский дом с красной черепичной крышей" },
{ doodadId: 4780, className: "Проект: Беленый нуианский фермерский дом с синей черепичной крышей", name: "Проект: Беленый нуианский фермерский дом с синей черепичной крышей" },
{ doodadId: 4781, className: "Проект: Каменный нуианский фермерский дом с синей черепичной крышей", name: "Проект: Каменный нуианский фермерский дом с синей черепичной крышей" },
{ doodadId: 4782, className: "Проект: Деревянный нуианский фермерский дом с синей черепичной крышей", name: "Проект: Деревянный нуианский фермерский дом с синей черепичной крышей" },
{ doodadId: 4783, className: "Проект: Каменный нуианский фермерский дом с зеленой черепичной крышей", name: "Проект: Каменный нуианский фермерский дом с зеленой черепичной крышей" },
{ doodadId: 4784, className: "Проект: Беленый нуианский фермерский дом с зеленой черепичной крышей", name: "Проект: Беленый нуианский фермерский дом с зеленой черепичной крышей" },
{ doodadId: 4785, className: "Проект: Деревянный нуианский фермерский дом с зеленой черепичной крышей", name: "Проект: Деревянный нуианский фермерский дом с зеленой черепичной крышей" },
{ doodadId: 4786, className: "Проект: Деревянный нуианский фермерский дом с красной черепичной крышей", name: "Проект: Деревянный нуианский фермерский дом с красной черепичной крышей" },
{ doodadId: 4787, className: "Проект: Беленый нуианский фермерский дом с красной черепичной крышей", name: "Проект: Беленый нуианский фермерский дом с красной черепичной крышей" },
{ doodadId: 4788, className: "Проект: Каменный нуианский фермерский дом с красной черепичной крышей", name: "Проект: Каменный нуианский фермерский дом с красной черепичной крышей" },
{ doodadId: 4789, className: "Проект: Беленый нуианский коттедж с синей черепичной крышей и большой террасой", name: "Проект: Беленый нуианский коттедж с синей черепичной крышей и большой террасой" },
{ doodadId: 4790, className: "Проект: Деревянный нуианский коттедж с синей черепичной крышей и большой террасой", name: "Проект: Деревянный нуианский коттедж с синей черепичной крышей и большой террасой" },
{ doodadId: 4791, className: "Проект: Каменный нуианский коттедж с синей черепичной крышей и большой террасой", name: "Проект: Каменный нуианский коттедж с синей черепичной крышей и большой террасой" },
{ doodadId: 4792, className: "Проект: Каменный нуианский коттедж с зеленой черепичной крышей и большой террасой", name: "Проект: Каменный нуианский коттедж с зеленой черепичной крышей и большой террасой" },
{ doodadId: 4793, className: "Проект: Деревянный нуианский коттедж с зеленой черепичной крышей и большой террасой", name: "Проект: Деревянный нуианский коттедж с зеленой черепичной крышей и большой террасой" },
{ doodadId: 4794, className: "Проект: Беленый нуианский коттедж с зеленой черепичной крышей и большой террасой", name: "Проект: Беленый нуианский коттедж с зеленой черепичной крышей и большой террасой" },
{ doodadId: 4795, className: "Проект: Деревянный нуианский коттедж с красной черепичной крышей и большой террасой", name: "Проект: Деревянный нуианский коттедж с красной черепичной крышей и большой террасой" },
{ doodadId: 4796, className: "Проект: Каменный нуианский коттедж с красной черепичной крышей и большой террасой", name: "Проект: Каменный нуианский коттедж с красной черепичной крышей и большой террасой" },
{ doodadId: 4797, className: "Проект: Беленый нуианский коттедж с красной черепичной крышей и большой террасой", name: "Проект: Беленый нуианский коттедж с красной черепичной крышей и большой террасой" },
{ doodadId: 4798, className: "Проект: Беленый нуианский коттедж с синей черепичной крышей и широким крыльцом", name: "Проект: Беленый нуианский коттедж с синей черепичной крышей и широким крыльцом" },
{ doodadId: 4799, className: "Проект: Деревянный нуианский коттедж с синей черепичной крышей и широким крыльцом", name: "Проект: Деревянный нуианский коттедж с синей черепичной крышей и широким крыльцом" },
{ doodadId: 4800, className: "Проект: Каменный нуианский коттедж с синей черепичной крышей и широким крыльцом", name: "Проект: Каменный нуианский коттедж с синей черепичной крышей и широким крыльцом" },
